id,SMILES
C21879,COc1c(O)c(O)c2oc(=O)ccc2c1O
C17020,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2
C17765,CC1=C(Cl)C=C(Cl)C(O)C1O
C17016,C/C(=C\CC/C(C)=C/CO)CO
C17393,O=C1C=C2C=CC(O)CC2O1
C12157,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
C15757,CC(C)C(C)C(O)C(O)C(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
C04118,NC(CC(=O)O)c1ccc(O)cc1
C01677,OCC1OC(O)CC1O
C09039,C=C1C(=O)OC2CC3(CO3)C3CC(OC(C)=O)C(=C)C3(O)CC12
C01142,CC(=O)N/C=C(/CC(=O)O)C(=O)O
C13800,Oc1ccc(-c2cc(Cl)ccc2Cl)cc1
C02952,OCC1OC(Nc2ccccc2)C(O)C(O)C1O
C15472,NC(CCC(=O)NCCCC(=O)O)C(=O)O
C16494,COC1=CC(C)C2CC3OC(=O)CC4C(C)C(O)C(O)C(C2(C)C1=O)C34C
C17218,Oc1cc(O)c(CC2Oc3cc(O)c4c(c3C2c2ccc(O)c(O)c2)OC(c2ccc(O)c(O)c2)C(O)C4)c(O)c1
C14644,CC12CCC(Cl)CC1=CCC1C2CCC2(C)C1CCC2N(CCCl)CCCl
C07752,CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C
C10720,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1
C03235,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O
C17720,O=C(O)c1cccc2ccc3ccccc3c12
C17778,Cc1cc(O)c(O)cc1[N+](=O)[O-]
C05218,CC(C)CCCC(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
C10499,O=c1cccc2n1CC1CC2CN2CCCC12
C19463,CC(O)C(NC(=O)C(N)CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)O
C18017,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl
C17879,CNC(=O)Oc1ccccc1C(C)C
C13702,O=C(O)c1cccc2c1OC(O)(C(=O)O)C=C2
C17424,N=C(N)SCCc1c[nH]cn1
C17349,COc1cc(/C=C/COC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
C06873,COCCc1ccc(OCC(O)CNC(C)C)cc1
C12192,Nc1c(O)c2ccc(O)cc2oc1=O
C12310,Oc1c(Cl)cc(Cl)c(Cl)c1O
C11902,COC1C=CC23c4cc5c(cc4CN(CCc4ccc(O)cc4)C2C(=O)N(C)C3C1)OCO5
C20689,CC(O)C(=O)CC(=O)C(=O)O
C05430,N#CCCC(N)C(=O)O
C15420,CC/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)N(C)C1C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)OC1C
C05672,CCCCCC(O)C/C=C1/C(=O)C=CC1C/C=C\CCCC(=O)O
C15082,CC12CCC(=O)CC1CCC1C2C(=O)CC2(C)C1CCC2(C)O
C11821,O=c1osc2c(=S)cccc(O)c12
C03039,O=C(O)COc1ccc(O)cc1
C21027,CC(CCC(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1N)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCCC(C)(C)C3CCC21C
C16705,CCCCCCCC/C=C\CCCCCCCCCCCCCCCC(=O)O
C11337,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO
C17410,C=C(C)C1CCC2=CC(O)CC(C)C2(C)C1
C09675,CC(=O)OC1C2C(OC(=O)c3ccoc3)C3(OC2(C)C)C(C)CCC(OC(C)=O)C3(C)C1OC(=O)c1cccnc1
C01487,CC(C)Cc1ccc(C(C)C(=O)O)cc1
C11537,C/C=C1\C2CC3C4Nc5ccccc5C45CC(C2C5OC(C)=O)N3C1O
C19528,CN1CCC2(c3cccc(O)c3)Cc3nc4ccccc4cc3CC2C1
C12459,CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)CCCC(O)CC(O)CC(=O)CC(=O)OC1C(C)CCC(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O
C03739,O=C(O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
C04232,CC(Nc1ccc(CC(O)C(O)C(O)COC2OC(COP(=O)(O)OC(CCC(=O)O)C(=O)O)C(O)C2O)cc1)C1C(C)Nc2nc(N)[nH]c(=O)c2N1C
C15454,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC(=O)C(CC2C=CC(O)CC2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O
C03820,C=C1CC23CC1(O)CCC2C12C=CC(OC4OC(CO)C(O)C(O)C4O)C(C)(C(=O)O1)C2C3C(=O)O
C01183,NCCCCCC(=O)NCCCCCC(=O)O
C18452,COP(=O)(OC)SCCSC
C18013,Cc1ccc(NC(=O)c2snnc2C)cc1Cl
C10810,CNC(=O)Oc1ccc(N(C)C)c(C)c1
C06258,COc1cc(CCN)cc(OC)c1OC
C14057,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
C21474,CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)CN2C)C(C)Cl)C(O)C1O
C05274,O=C(O)/C=C/c1c[nH]c(=S)[nH]1
C08924,CC(C)C1=C(O)C(=O)C2=C(CCC3C(C)(C)CCCC23C)C1=O
C19288,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O
C12835,CCC1(C)CCSC1=O
C22153,CC(O)C(O)C(=O)COP(=O)(O)O
C02133,CNC(=N)N
C10706,C[N+](C)([O-])CCCN1c2ccccc2Sc2ccc(Cl)cc21
C10286,OC1OCC(Cc2ccc3c(c2)OCO3)C1Cc1ccc2c(c1)OCO2
C00161,O=C(O)C(=O)Cc1ccccc1
C02097,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
C17271,COc1cc(CCC(=O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O
C15985,O=C(O)C1(O)C=CC(F)=CC1O
