id,SMILES
C07906,COc1cc(/C=C/C(=O)NCCCCNC(=N)N)cc2c1OC(c1ccc(O)cc1)C2C(=O)NCCCCNC(=N)N
C10220,CC1OC(OC2C(OC(=O)/C=C/c3ccc(O)c(O)c3)C(CO)OC3OCC(c4ccc(O)c(O)c4)OC32)C(O)C(O)C1O
C09952,O=C1OCC2OC(O)C3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC3C2OC(=O)c2cc(O)c(O)c3oc(=O)c4cc(O)c(c(O)c4c23)Oc2c1cc(O)c(O)c2O
C06231,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12
C09835,O=c1c2cc(O)c(OC3OC(CO)C(O)C(O)C3O)cc2oc2cc(O)cc(O)c12
C10998,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1O
C04153,CC(C)C(C(=O)O)C(O)C(=O)O
C19384,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1
C21698,C=CC1=CCC2C(CCC3C(C)(C)CC(O)CC23C)C1C
C00891,Nc1ccn(C2OC3COP(=O)(O)OC3C2O)c(=O)n1
C05250,O=S(=O)(O)S
C08732,Cc1cc(=O)c2c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)cc2o1
C00853,Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1
C07224,CNC1(c2ccccc2Cl)CCCCC1=O
C15173,CC(C)CCCC(C)C1CCC2C3CCC4Cc5[nH]c6ccccc6c5CC4(C)C3CCC12C
C03580,O=P(O)(O)OC1C(O)C(O)OC(CO)C1O
C12471,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
C06613,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
C12431,CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
C08739,CC(C)=CCc1cc(C(=O)O)cc2c1OC(C)(C)C=C2
C14323,c1ccc2oc(-c3ccncc3)cc2c1
C01365,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1
C04728,CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3
C17012,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C
C21201,COc1c(OC(C)C)cc2cc(O)c(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3OP(=O)(O)O)cc2c1OC
C21342,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)OC(CO)C(OC2OC(CO)C(OP(=O)(O)OCC(O)CO)C(O)C2NC(C)=O)C1O
C09491,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccccc1)CC2=O
C16920,C=CCCCCC/C=C\C/C=C\C/C=C\CC
C09114,C=C1C(=O)OC2C1CCC(COC(C)=O)C1(O)C=CC(=O)C21C
C15851,CC/C=C\CC1C(=O)CCC1CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
C00765,CC12CCC(CC1=O)C2(C)C
C15005,CC(=O)C1CCC2C3CCc4cc(O)ccc4C3CCC12C
C10200,COc1ccc2c(c1)OC1c3ccc(OC)c(O)c3OCC21
C18656,COc1ccccc1N
C20502,C=C(C)C1OC2CCC3(C)C(O)(CCC4Cc5c([nH]c6cc7c(cc56)CC5C7=CC(C)(C)OC5(C)C)C43C)C2=CC1O
C00127,O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
C01241,CCCCCC(O)/C=C/C1C(O)CC2O/C(=C\CCCC(=O)O)CC21
C19195,CC(=O)NC1C(OC2C(O)C(O)C(O)C(OP(=O)(O)O)C2O)OC(CO)C(O)C1O
C08641,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
C14855,CC12C=C(O)C(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
C17762,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(=O)C3=C(CC12)C(C)(O)c1c(Cl)ccc(O)c1C3=O
C06430,O=C1NCCO1
C11234,[C-]#[N+]C1CCCCC1
C01264,[NH4+]
C12160,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2
C07911,CN(C)CCc1c[nH]c2cccc(O)c12
C15728,COc1ccc2c(c1)OC1c3ccc(OC4OC(COC(=O)CC(=O)O)C(O)C(O)C4O)cc3OCC21
C11551,NC(C=O)C(=O)O
C09422,CC(C)=CCCC(C)(O)C1CCC(C)=CC1=O
