,rule,rule_id
232,rule0001,6.0
233,rule0001,6.0
234,rule0001,6.0
235,rule0001,6.0
236,rule0001,6.0
237,rule0001,6.0
238,rule0001,6.0
239,rule0001,6.0
240,rule0001,6.0
241,rule0001,6.0
242,rule0001,6.0
243,rule0001,6.0
244,rule0001,6.0
245,rule0001,6.0
246,rule0001,6.0
247,rule0001,6.0
248,rule0001,6.0
249,rule0001,6.0
250,rule0001,6.0
251,rule0001,6.0
252,rule0001,6.0
253,rule0001,6.0
254,rule0001,6.0
255,rule0001,6.0
256,rule0001,6.0
257,rule0001,6.0
258,rule0001,6.0
259,rule0001,6.0
260,rule0001,6.0
261,rule0001,6.0
262,rule0001,6.0
263,rule0001,6.0
264,rule0001,6.0
265,rule0001,6.0
266,rule0001,6.0
267,rule0001,6.0
268,rule0001,6.0
269,rule0001,6.0
270,rule0001,6.0
271,rule0001,6.0
272,rule0001,6.0
273,rule0001,6.0
274,rule0001,6.0
275,rule0001,6.0
276,rule0001,6.0
277,rule0001,6.0
278,rule0001,6.0
279,rule0001,6.0
280,rule0001,6.0
281,rule0001,6.0
282,rule0001,6.0
283,rule0001,6.0
284,rule0001,6.0
285,rule0001,6.0
286,rule0001,6.0
287,rule0001,6.0
288,rule0001,6.0
289,rule0001,6.0
290,rule0001,6.0
291,rule0001,6.0
292,rule0001,6.0
293,rule0001,6.0
294,rule0001,6.0
295,rule0001,6.0
296,rule0001,6.0
297,rule0001,6.0
298,rule0001,6.0
299,rule0001,6.0
300,rule0001,6.0
301,rule0001,6.0
302,rule0001,6.0
303,rule0001,6.0
304,rule0001,6.0
305,rule0001,6.0
306,rule0001,6.0
307,rule0001,6.0
308,rule0001,6.0
309,rule0001,6.0
310,rule0001,6.0
311,rule0001,6.0
312,rule0001,6.0
313,rule0001,6.0
314,rule0001,6.0
315,rule0001,6.0
316,rule0001,6.0
317,rule0001,6.0
318,rule0001,6.0
319,rule0001,6.0
320,rule0001,6.0
321,rule0001,6.0
322,rule0001,6.0
323,rule0001,6.0
324,rule0001,6.0
325,rule0001,6.0
326,rule0001,6.0
327,rule0001,6.0
328,rule0001,6.0
329,rule0001,6.0
330,rule0001,6.0
331,rule0001,6.0
332,rule0001,6.0
333,rule0001,6.0
334,rule0001,6.0
335,rule0001,6.0
336,rule0001,6.0
337,rule0001,6.0
338,rule0001,6.0
339,rule0001,6.0
340,rule0001,6.0
341,rule0001,6.0
342,rule0001,6.0
343,rule0001,6.0
344,rule0001,6.0
345,rule0001,6.0
346,rule0001,6.0
347,rule0001,6.0
348,rule0001,6.0
349,rule0001,6.0
350,rule0001,6.0
351,rule0001,6.0
352,rule0001,6.0
353,rule0001,6.0
354,rule0001,6.0
355,rule0001,6.0
356,rule0001,6.0
357,rule0001,6.0
358,rule0001,6.0
359,rule0001,6.0
360,rule0001,6.0
361,rule0001,6.0
362,rule0001,6.0
363,rule0001,6.0
364,rule0001,6.0
365,rule0001,6.0
366,rule0001,6.0
367,rule0001,6.0
368,rule0001,6.0
369,rule0001,6.0
370,rule0001,6.0
371,rule0001,6.0
372,rule0001,6.0
373,rule0001,6.0
374,rule0001,6.0
375,rule0001,6.0
376,rule0001,6.0
377,rule0001,6.0
378,rule0001,6.0
379,rule0001,6.0
380,rule0001,6.0
381,rule0001,6.0
382,rule0001,6.0
383,rule0001,6.0
384,rule0001,6.0
385,rule0001,6.0
386,rule0001,6.0
387,rule0001,6.0
388,rule0001,6.0
389,rule0001,6.0
390,rule0001,6.0
391,rule0001,6.0
392,rule0001,6.0
393,rule0001,6.0
394,rule0001,6.0
395,rule0001,6.0
396,rule0001,6.0
397,rule0001,6.0
398,rule0001,6.0
399,rule0001,6.0
400,rule0001,6.0
401,rule0001,6.0
402,rule0001,6.0
403,rule0001,6.0
404,rule0001,6.0
405,rule0001,6.0
406,rule0001,6.0
407,rule0001,6.0
408,rule0001,6.0
409,rule0001,6.0
410,rule0001,6.0
411,rule0001,6.0
412,rule0001,6.0
413,rule0001,6.0
414,rule0001,6.0
415,rule0001,6.0
416,rule0001,6.0
417,rule0001,6.0
418,rule0001,6.0
419,rule0001,6.0
420,rule0001,6.0
421,rule0001,6.0
422,rule0001,6.0
423,rule0001,6.0
424,rule0001,6.0
425,rule0001,6.0
426,rule0001,6.0
427,rule0001,6.0
428,rule0001,6.0
429,rule0001,6.0
430,rule0001,6.0
431,rule0001,6.0
432,rule0001,6.0
433,rule0001,6.0
434,rule0001,6.0
435,rule0001,6.0
436,rule0001,6.0
437,rule0001,6.0
438,rule0001,6.0
439,rule0001,6.0
440,rule0001,6.0
441,rule0001,6.0
442,rule0001,6.0
443,rule0001,6.0
444,rule0001,6.0
445,rule0001,6.0
446,rule0001,6.0
447,rule0001,6.0
448,rule0001,6.0
449,rule0001,6.0
450,rule0001,6.0
451,rule0001,6.0
452,rule0001,6.0
453,rule0001,6.0
454,rule0001,6.0
455,rule0001,6.0
456,rule0001,6.0
457,rule0001,6.0
458,rule0001,6.0
459,rule0001,6.0
460,rule0001,6.0
461,rule0001,6.0
462,rule0001,6.0
463,rule0001,6.0
464,rule0001,6.0
465,rule0001,6.0
466,rule0001,6.0
467,rule0001,6.0
468,rule0001,6.0
469,rule0001,6.0
470,rule0001,6.0
471,rule0001,6.0
472,rule0001,6.0
473,rule0001,6.0
474,rule0001,6.0
475,rule0001,6.0
476,rule0001,6.0
477,rule0001,6.0
478,rule0001,6.0
479,rule0001,6.0
480,rule0001,6.0
481,rule0001,6.0
482,rule0001,6.0
483,rule0001,6.0
484,rule0001,6.0
485,rule0001,6.0
486,rule0001,6.0
487,rule0001,6.0
488,rule0001,6.0
489,rule0001,6.0
490,rule0001,6.0
491,rule0001,6.0
492,rule0001,6.0
493,rule0001,6.0
494,rule0001,6.0
495,rule0001,6.0
496,rule0001,6.0
497,rule0001,6.0
498,rule0001,6.0
499,rule0001,6.0
500,rule0001,6.0
501,rule0001,6.0
502,rule0001,6.0
503,rule0001,6.0
504,rule0001,6.0
505,rule0001,6.0
506,rule0001,6.0
507,rule0001,6.0
508,rule0001,6.0
509,rule0001,6.0
510,rule0001,6.0
511,rule0001,6.0
512,rule0001,6.0
513,rule0001,6.0
514,rule0001,6.0
515,rule0001,6.0
516,rule0001,6.0
517,rule0001,6.0
518,rule0001,6.0
519,rule0001,6.0
520,rule0001,6.0
521,rule0001,6.0
522,rule0001,6.0
523,rule0001,6.0
524,rule0001,6.0
525,rule0001,6.0
526,rule0001,6.0
527,rule0001,6.0
528,rule0001,6.0
529,rule0001,6.0
530,rule0001,6.0
531,rule0001,6.0
532,rule0001,6.0
533,rule0001,6.0
534,rule0001,6.0
535,rule0001,6.0
536,rule0001,6.0
537,rule0001,6.0
538,rule0001,6.0
539,rule0001,6.0
540,rule0001,6.0
541,rule0001,6.0
542,rule0001,6.0
543,rule0001,6.0
544,rule0001,6.0
545,rule0001,6.0
546,rule0001,6.0
547,rule0001,6.0
548,rule0001,6.0
549,rule0001,6.0
550,rule0001,6.0
551,rule0001,6.0
552,rule0001,6.0
553,rule0001,6.0
554,rule0001,6.0
555,rule0001,6.0
556,rule0001,6.0
557,rule0001,6.0
558,rule0001,6.0
559,rule0001,6.0
560,rule0001,6.0
561,rule0001,6.0
562,rule0001,6.0
563,rule0001,6.0
564,rule0001,6.0
565,rule0001,6.0
566,rule0001,6.0
567,rule0001,6.0
568,rule0001,6.0
569,rule0001,6.0
570,rule0001,6.0
571,rule0001,6.0
572,rule0001,6.0
573,rule0001,6.0
574,rule0001,6.0
575,rule0001,6.0
576,rule0001,6.0
577,rule0001,6.0
578,rule0001,6.0
579,rule0001,6.0
580,rule0001,6.0
581,rule0001,6.0
582,rule0001,6.0
583,rule0001,6.0
584,rule0001,6.0
585,rule0001,6.0
586,rule0001,6.0
587,rule0001,6.0
588,rule0001,6.0
589,rule0001,6.0
590,rule0001,6.0
591,rule0001,6.0
592,rule0001,6.0
593,rule0001,6.0
594,rule0001,6.0
595,rule0001,6.0
596,rule0001,6.0
597,rule0001,6.0
598,rule0001,6.0
599,rule0001,6.0
600,rule0001,6.0
601,rule0001,6.0
602,rule0001,6.0
603,rule0001,6.0
604,rule0001,6.0
605,rule0001,6.0
606,rule0001,6.0
607,rule0001,6.0
608,rule0001,6.0
609,rule0001,6.0
610,rule0001,6.0
611,rule0001,6.0
612,rule0001,6.0
613,rule0001,6.0
614,rule0001,6.0
615,rule0001,6.0
616,rule0001,6.0
617,rule0001,6.0
618,rule0001,6.0
619,rule0001,6.0
620,rule0001,6.0
621,rule0001,6.0
622,rule0001,6.0
623,rule0001,6.0
624,rule0001,6.0
625,rule0001,6.0
626,rule0001,6.0
627,rule0001,6.0
628,rule0001,6.0
629,rule0001,6.0
630,rule0001,6.0
631,rule0001,6.0
632,rule0001,6.0
633,rule0001,6.0
634,rule0001,6.0
635,rule0001,6.0
636,rule0001,6.0
637,rule0001,6.0
638,rule0001,6.0
639,rule0001,6.0
640,rule0001,6.0
641,rule0001,6.0
642,rule0001,6.0
643,rule0001,6.0
644,rule0001,6.0
645,rule0001,6.0
646,rule0001,6.0
647,rule0001,6.0
648,rule0001,6.0
649,rule0001,6.0
650,rule0001,6.0
651,rule0001,6.0
652,rule0001,6.0
653,rule0001,6.0
654,rule0001,6.0
655,rule0001,6.0
656,rule0001,6.0
657,rule0001,6.0
658,rule0001,6.0
659,rule0001,6.0
660,rule0001,6.0
661,rule0001,6.0
662,rule0001,6.0
663,rule0001,6.0
664,rule0001,6.0
665,rule0001,6.0
666,rule0001,6.0
667,rule0001,6.0
668,rule0001,6.0
669,rule0001,6.0
670,rule0001,6.0
671,rule0001,6.0
672,rule0001,6.0
673,rule0001,6.0
674,rule0001,6.0
675,rule0001,6.0
676,rule0001,6.0
677,rule0001,6.0
678,rule0001,6.0
679,rule0001,6.0
680,rule0001,6.0
681,rule0001,6.0
682,rule0001,6.0
683,rule0001,6.0
684,rule0001,6.0
685,rule0001,6.0
686,rule0001,6.0
687,rule0001,6.0
688,rule0001,6.0
689,rule0001,6.0
690,rule0001,6.0
691,rule0001,6.0
692,rule0001,6.0
693,rule0001,6.0
694,rule0001,6.0
695,rule0001,6.0
696,rule0001,6.0
697,rule0001,6.0
698,rule0001,6.0
699,rule0001,6.0
700,rule0001,6.0
701,rule0001,6.0
702,rule0001,6.0
703,rule0001,6.0
704,rule0001,6.0
705,rule0001,6.0
706,rule0001,6.0
707,rule0001,6.0
708,rule0001,6.0
709,rule0001,6.0
710,rule0001,6.0
711,rule0001,6.0
712,rule0001,6.0
713,rule0001,6.0
714,rule0001,6.0
715,rule0001,6.0
716,rule0001,6.0
717,rule0001,6.0
718,rule0001,6.0
719,rule0001,6.0
720,rule0001,6.0
721,rule0001,6.0
722,rule0001,6.0
723,rule0001,6.0
724,rule0001,6.0
725,rule0001,6.0
726,rule0001,6.0
727,rule0001,6.0
728,rule0001,6.0
729,rule0001,6.0
730,rule0001,6.0
731,rule0001,6.0
732,rule0001,6.0
733,rule0001,6.0
734,rule0001,6.0
735,rule0001,6.0
736,rule0001,6.0
737,rule0001,6.0
738,rule0001,6.0
739,rule0001,6.0
740,rule0001,6.0
741,rule0001,6.0
742,rule0001,6.0
743,rule0001,6.0
744,rule0001,6.0
745,rule0001,6.0
746,rule0001,6.0
747,rule0001,6.0
748,rule0001,6.0
749,rule0001,6.0
750,rule0001,6.0
751,rule0001,6.0
752,rule0001,6.0
753,rule0001,6.0
754,rule0001,6.0
755,rule0001,6.0
756,rule0001,6.0
757,rule0001,6.0
758,rule0001,6.0
759,rule0001,6.0
760,rule0001,6.0
761,rule0001,6.0
762,rule0001,6.0
763,rule0001,6.0
764,rule0001,6.0
765,rule0001,6.0
766,rule0001,6.0
767,rule0001,6.0
768,rule0001,6.0
769,rule0001,6.0
770,rule0001,6.0
771,rule0001,6.0
772,rule0001,6.0
773,rule0001,6.0
774,rule0001,6.0
775,rule0001,6.0
776,rule0001,6.0
777,rule0001,6.0
778,rule0001,6.0
779,rule0001,6.0
780,rule0001,6.0
781,rule0001,6.0
782,rule0001,6.0
783,rule0001,6.0
784,rule0001,6.0
785,rule0001,6.0
786,rule0001,6.0
787,rule0001,6.0
788,rule0001,6.0
789,rule0001,6.0
790,rule0001,6.0
791,rule0001,6.0
792,rule0001,6.0
793,rule0001,6.0
794,rule0001,6.0
795,rule0001,6.0
796,rule0001,6.0
797,rule0001,6.0
798,rule0001,6.0
799,rule0001,6.0
800,rule0001,6.0
801,rule0001,6.0
802,rule0001,6.0
803,rule0001,6.0
804,rule0001,6.0
805,rule0001,6.0
806,rule0001,6.0
807,rule0001,6.0
808,rule0001,6.0
809,rule0001,6.0
810,rule0001,6.0
811,rule0001,6.0
812,rule0001,6.0
813,rule0001,6.0
814,rule0001,6.0
815,rule0001,6.0
816,rule0001,6.0
817,rule0001,6.0
818,rule0001,6.0
819,rule0001,6.0
820,rule0001,6.0
821,rule0001,6.0
822,rule0001,6.0
823,rule0001,6.0
824,rule0001,6.0
825,rule0001,6.0
826,rule0001,6.0
827,rule0001,6.0
828,rule0001,6.0
829,rule0001,6.0
830,rule0001,6.0
831,rule0001,6.0
832,rule0001,6.0
833,rule0001,6.0
834,rule0001,6.0
835,rule0001,6.0
836,rule0001,6.0
837,rule0001,6.0
838,rule0001,6.0
839,rule0001,6.0
840,rule0001,6.0
841,rule0001,6.0
842,rule0001,6.0
843,rule0001,6.0
844,rule0001,6.0
845,rule0001,6.0
846,rule0001,6.0
847,rule0001,6.0
848,rule0001,6.0
849,rule0001,6.0
850,rule0001,6.0
851,rule0001,6.0
852,rule0001,6.0
853,rule0001,6.0
854,rule0001,6.0
855,rule0001,6.0
856,rule0001,6.0
857,rule0001,6.0
858,rule0001,6.0
859,rule0001,6.0
860,rule0001,6.0
861,rule0001,6.0
862,rule0001,6.0
863,rule0001,6.0
864,rule0001,6.0
865,rule0001,6.0
866,rule0001,6.0
867,rule0001,6.0
868,rule0001,6.0
869,rule0001,6.0
870,rule0001,6.0
871,rule0001,6.0
872,rule0001,6.0
873,rule0001,6.0
874,rule0001,6.0
875,rule0001,6.0
876,rule0001,6.0
877,rule0001,6.0
878,rule0001,6.0
879,rule0001,6.0
880,rule0001,6.0
881,rule0001,6.0
882,rule0001,6.0
883,rule0001,6.0
884,rule0001,6.0
885,rule0001,6.0
886,rule0001,6.0
887,rule0001,6.0
888,rule0001,6.0
889,rule0001,6.0
890,rule0001,6.0
891,rule0001,6.0
892,rule0001,6.0
893,rule0001,6.0
894,rule0001,6.0
895,rule0001,6.0
896,rule0001,6.0
897,rule0001,6.0
898,rule0001,6.0
899,rule0001,6.0
900,rule0001,6.0
901,rule0001,6.0
902,rule0001,6.0
903,rule0001,6.0
904,rule0001,6.0
905,rule0001,6.0
906,rule0001,6.0
907,rule0001,6.0
908,rule0001,6.0
909,rule0001,6.0
910,rule0001,6.0
911,rule0001,6.0
912,rule0001,6.0
913,rule0001,6.0
914,rule0001,6.0
915,rule0001,6.0
916,rule0001,6.0
917,rule0001,6.0
918,rule0001,6.0
919,rule0001,6.0
920,rule0001,6.0
921,rule0001,6.0
922,rule0001,6.0
923,rule0001,6.0
924,rule0001,6.0
925,rule0001,6.0
926,rule0001,6.0
927,rule0001,6.0
928,rule0001,6.0
929,rule0001,6.0
930,rule0001,6.0
931,rule0001,6.0
932,rule0001,6.0
933,rule0001,6.0
934,rule0001,6.0
935,rule0001,6.0
936,rule0001,6.0
937,rule0001,6.0
938,rule0001,6.0
939,rule0001,6.0
940,rule0001,6.0
941,rule0001,6.0
942,rule0001,6.0
943,rule0001,6.0
944,rule0001,6.0
945,rule0001,6.0
946,rule0001,6.0
947,rule0001,6.0
948,rule0001,6.0
949,rule0001,6.0
950,rule0001,6.0
951,rule0001,6.0
952,rule0001,6.0
953,rule0001,6.0
954,rule0001,6.0
955,rule0001,6.0
956,rule0001,6.0
957,rule0001,6.0
958,rule0001,6.0
959,rule0001,6.0
960,rule0001,6.0
961,rule0001,6.0
962,rule0001,6.0
963,rule0001,6.0
964,rule0001,6.0
965,rule0001,6.0
966,rule0001,6.0
967,rule0001,6.0
968,rule0001,6.0
969,rule0001,6.0
970,rule0001,6.0
971,rule0001,6.0
972,rule0001,6.0
973,rule0001,6.0
974,rule0001,6.0
975,rule0001,6.0
976,rule0001,6.0
977,rule0001,6.0
978,rule0001,6.0
979,rule0001,6.0
980,rule0001,6.0
981,rule0001,6.0
982,rule0001,6.0
983,rule0001,6.0
984,rule0001,6.0
985,rule0001,6.0
986,rule0001,6.0
987,rule0001,6.0
988,rule0001,6.0
989,rule0001,6.0
990,rule0001,6.0
991,rule0001,6.0
992,rule0001,6.0
993,rule0001,6.0
994,rule0001,6.0
995,rule0001,6.0
996,rule0001,6.0
997,rule0001,6.0
998,rule0001,6.0
999,rule0001,6.0
1000,rule0001,6.0
1001,rule0001,6.0
1002,rule0001,6.0
1003,rule0001,6.0
1004,rule0001,6.0
1005,rule0001,6.0
1006,rule0001,6.0
1007,rule0001,6.0
1008,rule0001,6.0
1009,rule0001,6.0
1010,rule0001,6.0
1011,rule0001,6.0
1012,rule0001,6.0
1013,rule0001,6.0
1014,rule0001,6.0
1015,rule0001,6.0
1016,rule0001,6.0
1017,rule0001,6.0
1018,rule0001,6.0
1019,rule0001,6.0
1020,rule0001,6.0
1021,rule0001,6.0
1022,rule0001,6.0
1023,rule0001,6.0
1024,rule0001,6.0
1025,rule0001,6.0
1026,rule0001,6.0
1027,rule0001,6.0
1028,rule0001,6.0
1029,rule0001,6.0
1030,rule0001,6.0
1031,rule0001,6.0
1032,rule0001,6.0
1033,rule0001,6.0
1034,rule0001,6.0
1035,rule0001,6.0
1036,rule0001,6.0
1037,rule0001,6.0
1038,rule0001,6.0
1039,rule0001,6.0
1040,rule0001,6.0
1041,rule0001,6.0
1042,rule0001,6.0
1043,rule0001,6.0
1044,rule0001,6.0
1045,rule0001,6.0
1046,rule0001,6.0
1047,rule0001,6.0
1048,rule0001,6.0
1049,rule0001,6.0
1050,rule0001,6.0
1051,rule0001,6.0
1052,rule0001,6.0
1053,rule0001,6.0
1054,rule0001,6.0
1055,rule0001,6.0
1056,rule0001,6.0
1057,rule0001,6.0
1058,rule0001,6.0
1059,rule0001,6.0
1060,rule0001,6.0
1061,rule0001,6.0
1062,rule0001,6.0
1063,rule0001,6.0
1064,rule0001,6.0
1065,rule0001,6.0
1066,rule0001,6.0
1067,rule0001,6.0
1068,rule0001,6.0
1069,rule0001,6.0
1070,rule0001,6.0
1071,rule0001,6.0
1072,rule0001,6.0
1073,rule0001,6.0
1074,rule0001,6.0
1075,rule0001,6.0
1076,rule0001,6.0
1077,rule0001,6.0
1078,rule0001,6.0
1079,rule0001,6.0
1080,rule0001,6.0
1081,rule0001,6.0
1082,rule0001,6.0
1083,rule0001,6.0
1084,rule0001,6.0
1085,rule0001,6.0
1086,rule0001,6.0
1087,rule0001,6.0
1088,rule0001,6.0
1089,rule0001,6.0
1090,rule0001,6.0
1091,rule0001,6.0
1092,rule0001,6.0
1093,rule0001,6.0
1094,rule0001,6.0
1095,rule0001,6.0
1096,rule0001,6.0
1097,rule0001,6.0
1098,rule0001,6.0
1099,rule0001,6.0
1100,rule0001,6.0
1101,rule0001,6.0
1102,rule0001,6.0
1103,rule0001,6.0
1104,rule0001,6.0
1105,rule0001,6.0
1106,rule0001,6.0
1107,rule0001,6.0
1108,rule0001,6.0
1109,rule0001,6.0
1110,rule0001,6.0
1111,rule0001,6.0
1112,rule0001,6.0
1113,rule0001,6.0
1114,rule0001,6.0
1115,rule0001,6.0
1116,rule0001,6.0
1117,rule0001,6.0
1118,rule0001,6.0
1119,rule0001,6.0
1120,rule0001,6.0
1121,rule0001,6.0
1122,rule0001,6.0
1123,rule0001,6.0
1124,rule0001,6.0
1125,rule0001,6.0
1126,rule0001,6.0
1127,rule0001,6.0
1128,rule0001,6.0
1129,rule0001,6.0
1130,rule0001,6.0
1131,rule0001,6.0
1132,rule0001,6.0
1133,rule0001,6.0
1134,rule0001,6.0
1135,rule0001,6.0
1136,rule0001,6.0
1137,rule0001,6.0
1138,rule0001,6.0
1139,rule0001,6.0
1140,rule0001,6.0
1141,rule0001,6.0
1142,rule0001,6.0
1143,rule0001,6.0
1144,rule0001,6.0
1145,rule0001,6.0
1146,rule0001,6.0
1147,rule0001,6.0
1148,rule0001,6.0
1149,rule0001,6.0
1150,rule0001,6.0
1151,rule0001,6.0
1152,rule0001,6.0
1153,rule0001,6.0
1154,rule0001,6.0
1155,rule0001,6.0
1156,rule0001,6.0
1157,rule0001,6.0
1158,rule0001,6.0
1159,rule0001,6.0
1160,rule0001,6.0
1161,rule0001,6.0
1162,rule0001,6.0
1163,rule0001,6.0
1164,rule0001,6.0
1165,rule0001,6.0
1166,rule0001,6.0
1167,rule0001,6.0
1168,rule0001,6.0
1169,rule0001,6.0
1170,rule0001,6.0
1171,rule0001,6.0
1172,rule0001,6.0
1173,rule0001,6.0
1174,rule0001,6.0
1175,rule0001,6.0
1176,rule0001,6.0
1177,rule0001,6.0
1178,rule0001,6.0
1179,rule0001,6.0
1180,rule0001,6.0
1181,rule0001,6.0
1182,rule0001,6.0
1183,rule0001,6.0
1184,rule0001,6.0
1185,rule0001,6.0
1186,rule0001,6.0
1187,rule0001,6.0
1188,rule0001,6.0
1189,rule0001,6.0
1190,rule0001,6.0
1191,rule0001,6.0
1192,rule0001,6.0
1193,rule0001,6.0
1194,rule0001,6.0
1195,rule0001,6.0
1196,rule0001,6.0
1197,rule0001,6.0
1198,rule0001,6.0
1199,rule0001,6.0
1200,rule0001,6.0
1201,rule0001,6.0
1202,rule0001,6.0
1203,rule0001,6.0
1204,rule0001,6.0
1205,rule0001,6.0
1206,rule0001,6.0
1207,rule0001,6.0
1208,rule0001,6.0
1209,rule0001,6.0
1210,rule0001,6.0
1211,rule0001,6.0
1212,rule0001,6.0
1213,rule0001,6.0
1214,rule0001,6.0
1215,rule0001,6.0
1216,rule0001,6.0
1217,rule0001,6.0
1218,rule0001,6.0
1219,rule0001,6.0
1220,rule0001,6.0
1221,rule0001,6.0
1222,rule0001,6.0
1223,rule0001,6.0
1224,rule0001,6.0
1225,rule0001,6.0
1226,rule0001,6.0
1227,rule0001,6.0
1228,rule0001,6.0
1229,rule0001,6.0
1230,rule0001,6.0
1231,rule0001,6.0
1232,rule0001,6.0
1233,rule0001,6.0
1234,rule0001,6.0
1235,rule0001,6.0
1236,rule0001,6.0
1237,rule0001,6.0
1238,rule0001,6.0
1239,rule0001,6.0
1240,rule0001,6.0
1241,rule0001,6.0
1242,rule0001,6.0
1243,rule0001,6.0
1244,rule0001,6.0
1245,rule0001,6.0
1246,rule0001,6.0
1247,rule0001,6.0
