Reactions	Rules
RXN-8185_reverse	rule0174
RXN-8186	rule0005
RXN-8186_reverse	rule0004
RXN-8187	rule0005
RXN-8187_reverse	rule0004
RXN-8189	rule0173
RXN-8189_reverse	rule0174
RXN-8190	rule0173
RXN-8190_reverse	rule0174
RXN-8197	rule0005
RXN-8197_reverse	rule0004
RXN-8200	rule0020
RXN-8200_reverse	rule0019
RXN-8202	rule0966
RXN-8202_reverse	rule0967
RXN-8204	rule0021
RXN-8204_reverse	rule0022
RXN-8205	rule0009
RXN-8205_reverse	rule0008
RXN-8206	rule0021
RXN-8206_reverse	rule0022
RXN-8208	rule0009
RXN-8208_reverse	rule0008
RXN-8209	rule0009
RXN-8209_reverse	rule0008
RXN-8215	rule0173
RXN-8215_reverse	rule0174
RXN-8217	rule0173
RXN-8217_reverse	rule0174
RXN-8219	rule0033
RXN-8219_reverse	rule0034
RXN-8220	rule0006
RXN-8220_reverse	rule0007
RXN-8221	rule0033
RXN-8221_reverse	rule0034
RXN-8222	rule0006
RXN-8222_reverse	rule0007
RXN-8228	rule0009
RXN-8228_reverse	rule0008
RXN-8231	rule0009
RXN-8231_reverse	rule0008
RXN-8232	rule0021
RXN-8232_reverse	rule0022
RXN-8233	rule0021
RXN-8233_reverse	rule0022
RXN-8234	rule0009
RXN-8234_reverse	rule0008
RXN-8235	rule0021
RXN-8235_reverse	rule0022
RXN-8236	rule0264
RXN-8236_reverse	rule0265
RXN-8238	rule0010
RXN-8238_reverse	rule0011
RXN-8239	rule0010
RXN-8239_reverse	rule0011
RXN-8244	rule0091
RXN-8244_reverse	rule0092
RXN-8246	rule0338
RXN-8246_reverse	rule0339
RXN-8250	rule0018
RXN-8250_reverse	rule0316
RXN-8254	rule0021
RXN-8254_reverse	rule0022
RXN-8255	rule0028
RXN-8255_reverse	rule0028
RXN-8262	rule0010
RXN-8262_reverse	rule0011
RXN-8263	rule0009
RXN-8263_reverse	rule0008
RXN-8264	rule0009
RXN-8264_reverse	rule0008
RXN-8265	rule0009
RXN-8265_reverse	rule0008
RXN-8266	rule0009
RXN-8266_reverse	rule0008
RXN-8267	rule0001
RXN-8267_reverse	rule0001
RXN-8268	rule0009
RXN-8268_reverse	rule0008
RXN-8270	rule0009
RXN-8270_reverse	rule0008
RXN-8271	rule0009
RXN-8271_reverse	rule0008
RXN-8275_reverse	rule0234
RXN-8277	rule0001
RXN-8277_reverse	rule0001
RXN-8278	rule0001
RXN-8278_reverse	rule0001
RXN-8279	rule0001
RXN-8279_reverse	rule0001
RXN-8281	rule0001
RXN-8281_reverse	rule0001
RXN-8282	rule0001
RXN-8282_reverse	rule0001
RXN-8283	rule0009
RXN-8283_reverse	rule0008
RXN-8284	rule0001
RXN-8284_reverse	rule0001
RXN-8285	rule0001
RXN-8285_reverse	rule0001
RXN-8286	rule0001
RXN-8286_reverse	rule0001
RXN-8287	rule0001
RXN-8287_reverse	rule0001
RXN-8288	rule0001
RXN-8288_reverse	rule0001
RXN-8289	rule0009
RXN-8289_reverse	rule0008
RXN-8290	rule0009
RXN-8290_reverse	rule0008
RXN-8291	rule0021
RXN-8291_reverse	rule0022
RXN-8292	rule0001
RXN-8292_reverse	rule0001
RXN-8344	rule0036
RXN-8344_reverse	rule0037
RXN-8354	rule0009
RXN-8354_reverse	rule0008
RXN-8355	rule0009
RXN-8355_reverse	rule0008
RXN-8356	rule0021
RXN-8356_reverse	rule0022
RXN-8379	rule0323
RXN-8379_reverse	rule0192
RXN-8382	rule0095
RXN-8382_reverse	rule0110
RXN-8383	rule0820
RXN-8383_reverse	rule0821
RXN-8387	rule0005
RXN-8387_reverse	rule0004
RXN-8404	rule0026
RXN-8404_reverse	rule0025
RXN-8409	rule0006
RXN-8409_reverse	rule0007
RXN-8414	rule0363
RXN-8414_reverse	rule0364
RXN-8415	rule0277
RXN-8415_reverse	rule0278
RXN-8416	rule0665
RXN-8416_reverse	rule0666
RXN-8422	rule0229
RXN-8422_reverse	rule0230
RXN-8425	rule0258
RXN-8425_reverse	rule0259
RXN-8429	rule0277
RXN-8429_reverse	rule0278
RXN-8430	rule0258
RXN-8430_reverse	rule0259
RXN-8433	rule0001
RXN-8433_reverse	rule0001
RXN-8435	rule0008
RXN-8435_reverse	rule0009
RXN-8438	rule0008
RXN-8438_reverse	rule0009
RXN-8441	rule0310
RXN-8441_reverse	rule0311
RXN-8443	rule0014
RXN-8443_reverse	rule0015
RXN-8444	rule0310
RXN-8444_reverse	rule0311
RXN-8447	rule0023
RXN-8447_reverse	rule0024
RXN-8448	rule0010
RXN-8448_reverse	rule0011
RXN-8449	rule0001
RXN-8449_reverse	rule0001
RXN-8450	rule0323
RXN-8450_reverse	rule0192
RXN-8451	rule0010
RXN-8451_reverse	rule0011
RXN-8452	rule0010
RXN-8452_reverse	rule0011
RXN-8453	rule0009
RXN-8453_reverse	rule0008
RXN-8454	rule0968
RXN-8454_reverse	rule0969
RXN-8455	rule0009
RXN-8455_reverse	rule0008
RXN-8456	rule0968
RXN-8456_reverse	rule0969
RXN-8459	rule0018
RXN-8459_reverse	rule0027
RXN-8460	rule0052
RXN-8460_reverse	rule0054
RXN-8461	rule0106
RXN-8461_reverse	rule0111
RXN-8469	rule0264
RXN-8469_reverse	rule0265
RXN-8471	rule0009
RXN-8471_reverse	rule0008
RXN-8472	rule0009
RXN-8472_reverse	rule0008
RXN-8473	rule0009
RXN-8473_reverse	rule0008
RXN-8474	rule0009
RXN-8474_reverse	rule0008
RXN-8475	rule0009
RXN-8475_reverse	rule0008
RXN-8476	rule0009
RXN-8476_reverse	rule0008
RXN-8477	rule0009
RXN-8477_reverse	rule0008
RXN-8478	rule0667
RXN-8478_reverse	rule0668
RXN-8479	rule0009
RXN-8479_reverse	rule0008
RXN-8480	rule0009
RXN-8480_reverse	rule0008
RXN-8481	rule0008
RXN-8481_reverse	rule0009
RXN-8482	rule0668
RXN-8482_reverse	rule0667
RXN-8483	rule1188
RXN-8483_reverse	rule1189
RXN-8484	rule0001
RXN-8484_reverse	rule0001
RXN-8485	rule0668
RXN-8485_reverse	rule0667
RXN-8486	rule0321
RXN-8486_reverse	rule0320
RXN-8487	rule0321
RXN-8487_reverse	rule0320
RXN-8488	rule0468
RXN-8488_reverse	rule0469
RXN-8491	rule0321
RXN-8491_reverse	rule0320
RXN-8492	rule0001
RXN-8492_reverse	rule0001
RXN-8493	rule0001
RXN-8493_reverse	rule0001
RXN-8495	rule0131
RXN-8495_reverse	rule0132
RXN-8496	rule0669
RXN-8496_reverse	rule0670
RXN-8497	rule0131
RXN-8497_reverse	rule0132
RXN-8498	rule0669
RXN-8498_reverse	rule0670
RXN-8499	rule0671
RXN-8499_reverse	rule0672
RXN-8500	rule0671
RXN-8500_reverse	rule0672
RXN-8501	rule0189
RXN-8501_reverse	rule0138
RXN-8502	rule0475
RXN-8502_reverse	rule0474
RXN-8503	rule0475
RXN-8503_reverse	rule0474
RXN-8504	rule0669
RXN-8504_reverse	rule0670
RXN-8505	rule0217
RXN-8505_reverse	rule0218
RXN-8507	rule0005
RXN-8507_reverse	rule0004
RXN-8508	rule0005
RXN-8508_reverse	rule0004
RXN-8509	rule0141
RXN-8509_reverse	rule0140
RXN-8510	rule0005
RXN-8510_reverse	rule0004
RXN-8513	rule0746
RXN-8513_reverse	rule0747
RXN-8514	rule0954
RXN-8514_reverse	rule0955
RXN-8515	rule0005
RXN-8515_reverse	rule0004
RXN-8516	rule0141
RXN-8516_reverse	rule0140
RXN-8517	rule0005
RXN-8517_reverse	rule0004
RXN-8518	rule0005
RXN-8518_reverse	rule0004
RXN-8519	rule0005
RXN-8519_reverse	rule0004
RXN-8520	rule0005
RXN-8520_reverse	rule0004
RXN-8521	rule0141
RXN-8521_reverse	rule0140
RXN-8522	rule0005
RXN-8522_reverse	rule0004
RXN-8523	rule0005
RXN-8523_reverse	rule0004
RXN-8524	rule0005
RXN-8524_reverse	rule0004
RXN-8525	rule0141
RXN-8525_reverse	rule0140
RXN-8526	rule0005
RXN-8526_reverse	rule0004
RXN-8527	rule0026
RXN-8527_reverse	rule0025
RXN-8528	rule0563
RXN-8528_reverse	rule0564
RXN-8529	rule0344
RXN-8529_reverse	rule0390
RXN-8531	rule0005
RXN-8531_reverse	rule0004
RXN-8532	rule0005
RXN-8532_reverse	rule0004
RXN-8533	rule0141
RXN-8533_reverse	rule0140
RXN-8534	rule0005
RXN-8534_reverse	rule0004
RXN-8535	rule0005
RXN-8535_reverse	rule0004
RXN-8536	rule0005
RXN-8536_reverse	rule0004
RXN-8537	rule0141
RXN-8537_reverse	rule0140
RXN-8538	rule0005
RXN-8538_reverse	rule0004
RXN-8540_reverse	rule0970
RXN-8541	rule0258
RXN-8541_reverse	rule0259
RXN-8543	rule0219
RXN-8543_reverse	rule0220
RXN-8544	rule0455
RXN-8544_reverse	rule0456
RXN-8545	rule0219
RXN-8545_reverse	rule0220
RXN-8546	rule0492
RXN-8546_reverse	rule0493
RXN-8547	rule0599
RXN-8547_reverse	rule0600
RXN-8549	rule0415
RXN-8549_reverse	rule0416
RXN-8550	rule0277
RXN-8550_reverse	rule0278
RXN-8551	rule0673
RXN-8551_reverse	rule0674
RXN-8553	rule0415
RXN-8553_reverse	rule0416
RXN-8555	rule0971
RXN-8559	rule0673
RXN-8559_reverse	rule0674
RXN-8561	rule0492
RXN-8561_reverse	rule0493
RXN-8562	rule0258
RXN-8562_reverse	rule0259
RXN-8563	rule0314
RXN-8563_reverse	rule0315
RXN-8564	rule0363
RXN-8564_reverse	rule0364
RXN-8565	rule0314
RXN-8565_reverse	rule0315
RXN-8566	rule0889
RXN-8567	rule0321
RXN-8567_reverse	rule0320
RXN-8568	rule0027
RXN-8568_reverse	rule0018
RXN-8572	rule0665
RXN-8572_reverse	rule0666
RXN-8574	rule0229
RXN-8574_reverse	rule0230
RXN-8575	rule0314
RXN-8575_reverse	rule0315
RXN-8576	rule0598
RXN-8576_reverse	rule0387
RXN-8577	rule0396
RXN-8577_reverse	rule0397
RXN-8578	rule0005
RXN-8578_reverse	rule0004
RXN-8579	rule0005
RXN-8579_reverse	rule0004
RXN-8580	rule0002
RXN-8580_reverse	rule0003
RXN-8581	rule0002
RXN-8581_reverse	rule0003
RXN-8582	rule0026
RXN-8582_reverse	rule0025
RXN-8583	rule0026
RXN-8583_reverse	rule0025
RXN-8584	rule0258
RXN-8584_reverse	rule0259
RXN-8587	rule0616
RXN-8587_reverse	rule0617
RXN-8588	rule0219
RXN-8588_reverse	rule0220
RXN-8589	rule0219
RXN-8589_reverse	rule0220
RXN-8590	rule0534
RXN-8590_reverse	rule0535
RXN-8591	rule0219
RXN-8591_reverse	rule0220
RXN-8592	rule0219
RXN-8592_reverse	rule0220
RXN-8593	rule0219
RXN-8593_reverse	rule0220
RXN-8594	rule0455
RXN-8594_reverse	rule0456
RXN-8595	rule0534
RXN-8595_reverse	rule0535
RXN-8596	rule0534
RXN-8596_reverse	rule0535
RXN-8597	rule0534
RXN-8597_reverse	rule0535
RXN-8598	rule0219
RXN-8598_reverse	rule0220
RXN-8599	rule0219
RXN-8599_reverse	rule0220
RXN-8600	rule0219
RXN-8600_reverse	rule0220
RXN-8601_reverse	rule0970
RXN-8602	rule0673
RXN-8602_reverse	rule0674
RXN-8603	rule0665
RXN-8603_reverse	rule0666
RXN-8604	rule1190
RXN-8604_reverse	rule1191
RXN-8609	rule0616
RXN-8609_reverse	rule0617
RXN-8612	rule1192
RXN-8612_reverse	rule1193
RXN-8615	rule0209
RXN-8615_reverse	rule0210
RXN-8616	rule0211
RXN-8616_reverse	rule0212
RXN-8617	rule0215
RXN-8617_reverse	rule0216
RXN-8618	rule0215
RXN-8618_reverse	rule0216
RXN-8621	rule0314
RXN-8621_reverse	rule0315
RXN-8622	rule0318
RXN-8622_reverse	rule0319
RXN-8626	rule0014
RXN-8626_reverse	rule0015
RXN-8627	rule0014
RXN-8627_reverse	rule0015
RXN-863	rule0306
RXN-8631	rule0353
RXN-8631_reverse	rule0354
RXN-8632	rule0003
RXN-8632_reverse	rule0002
RXN-8633	rule0958
RXN-8633_reverse	rule0959
RXN-8635_reverse	rule0896
RXN-8639	rule0026
RXN-8639_reverse	rule0025
RXN-863_reverse	rule0374
RXN-864	rule0079
RXN-8641	rule0003
RXN-8641_reverse	rule0002
RXN-8642	rule0023
RXN-8642_reverse	rule0024
RXN-8643	rule0003
RXN-8643_reverse	rule0002
RXN-8647	rule0441
RXN-8647_reverse	rule0442
RXN-8648	rule1194
RXN-8648_reverse	rule1195
RXN-864_reverse	rule0079
RXN-8650	rule0035
RXN-8650_reverse	rule0032
RXN-8651	rule0035
RXN-8651_reverse	rule0032
RXN-8654	rule0036
RXN-8654_reverse	rule0037
RXN-8655	rule0122
RXN-8655_reverse	rule0123
RXN-8660	rule0380
RXN-8660_reverse	rule0381
RXN-8661	rule0380
RXN-8661_reverse	rule0381
RXN-8664	rule0403
RXN-8664_reverse	rule0404
RXN-8665	rule0403
RXN-8665_reverse	rule0404
RXN-8670	rule0005
RXN-8670_reverse	rule0004
RXN-8672	rule0091
RXN-8672_reverse	rule0092
RXN-8673	rule0112
RXN-8673_reverse	rule0113
RXN-8674	rule0112
RXN-8674_reverse	rule0113
RXN-8678	rule0107
RXN-8678_reverse	rule0108
RXN-8679	rule0107
RXN-8679_reverse	rule0108
RXN-8680	rule0108
RXN-8680_reverse	rule0107
RXN-8681	rule0003
RXN-8681_reverse	rule0002
RXN-8683	rule0107
RXN-8683_reverse	rule0108
RXN-8684	rule0107
RXN-8684_reverse	rule0108
RXN-8686	rule0033
RXN-8686_reverse	rule0034
RXN-8687	rule0033
RXN-8687_reverse	rule0034
RXN-8692	rule0482
RXN-8692_reverse	rule0482
RXN-8694	rule0021
RXN-8694_reverse	rule0022
RXN-8695	rule0149
RXN-8695_reverse	rule0144
RXN-8696	rule0149
RXN-8696_reverse	rule0144
RXN-8697	rule0005
RXN-8697_reverse	rule0004
RXN-8698	rule0675
RXN-8698_reverse	rule0676
RXN-8699	rule0675
RXN-8699_reverse	rule0676
RXN-8700	rule0010
RXN-8700_reverse	rule0011
RXN-8701	rule0010
RXN-8701_reverse	rule0011
RXN-8703	rule0972
RXN-8703_reverse	rule0973
RXN-8704	rule0575
RXN-8705	rule0972
RXN-8705_reverse	rule0973
RXN-8707	rule0005
RXN-8707_reverse	rule0004
RXN-8709	rule0075
RXN-8709_reverse	rule0076
RXN-8710	rule0075
RXN-8710_reverse	rule0076
RXN-8711	rule0075
RXN-8711_reverse	rule0076
RXN-8712	rule0075
RXN-8712_reverse	rule0076
RXN-8713	rule0075
RXN-8713_reverse	rule0076
RXN-8714	rule0075
RXN-8714_reverse	rule0076
RXN-8715	rule0075
RXN-8715_reverse	rule0076
RXN-8716	rule0001
RXN-8716_reverse	rule0001
RXN-8717	rule0001
RXN-8717_reverse	rule0001
RXN-8718	rule0001
RXN-8718_reverse	rule0001
RXN-8721	rule0001
RXN-8721_reverse	rule0001
RXN-8722	rule0001
RXN-8722_reverse	rule0001
RXN-8723	rule0001
RXN-8723_reverse	rule0001
RXN-8724	rule0001
RXN-8724_reverse	rule0001
RXN-8725	rule0001
RXN-8725_reverse	rule0001
RXN-8726	rule0001
RXN-8726_reverse	rule0001
RXN-8727	rule0001
RXN-8727_reverse	rule0001
RXN-8729	rule0047
RXN-8729_reverse	rule0048
RXN-8730	rule0017
RXN-8730_reverse	rule0016
RXN-8731	rule0006
RXN-8731_reverse	rule0007
RXN-8732	rule0012
RXN-8732_reverse	rule0013
RXN-8735	rule0005
RXN-8735_reverse	rule0004
RXN-8736	rule0010
RXN-8736_reverse	rule0011
RXN-8737	rule0005
RXN-8737_reverse	rule0004
RXN-8740	rule0052
RXN-8740_reverse	rule0054
RXN-8743	rule0006
RXN-8743_reverse	rule0007
RXN-8746	rule0006
RXN-8746_reverse	rule0007
RXN-8747	rule0006
RXN-8747_reverse	rule0007
RXN-8748	rule0017
RXN-8748_reverse	rule0016
RXN-8760	rule0974
RXN-8763	rule1196
RXN-8764	rule0974
RXN-8767	rule0046
RXN-8767_reverse	rule0043
RXN-8770	rule0017
RXN-8770_reverse	rule0016
RXN-8772	rule0108
RXN-8772_reverse	rule0107
RXN-8773	rule0108
RXN-8773_reverse	rule0107
RXN-8774	rule0002
RXN-8774_reverse	rule0003
RXN-8775	rule0026
RXN-8775_reverse	rule0025
RXN-8776	rule0002
RXN-8776_reverse	rule0003
RXN-8777	rule0070
RXN-8777_reverse	rule0071
RXN-8779	rule0063
RXN-8779_reverse	rule0064
RXN-8780	rule0064
RXN-8780_reverse	rule0063
RXN-8783	rule0035
RXN-8783_reverse	rule0032
RXN-8784	rule0153
RXN-8784_reverse	rule0175
RXN-8785	rule0020
RXN-8785_reverse	rule0019
RXN-8787	rule0003
RXN-8787_reverse	rule0002
RXN-8788	rule0104
RXN-8788_reverse	rule0105
RXN-8789	rule0018
RXN-8789_reverse	rule0027
RXN-8790	rule0018
RXN-8790_reverse	rule0027
RXN-8791	rule0018
RXN-8791_reverse	rule0027
RXN-8793	rule0020
RXN-8793_reverse	rule0019
RXN-8794	rule0018
RXN-8794_reverse	rule0027
RXN-8795	rule0018
RXN-8795_reverse	rule0027
RXN-8796	rule0018
RXN-8796_reverse	rule0027
RXN-8797	rule0251
RXN-8797_reverse	rule0252
RXN-8798	rule0883
RXN-8798_reverse	rule0884
RXN-8799	rule0825
RXN-8800	rule0098
RXN-8800_reverse	rule0099
RXN-8801	rule0169
RXN-8801_reverse	rule0168
RXN-8805	rule0279
RXN-8805_reverse	rule0280
RXN-8806	rule0068
RXN-8806_reverse	rule0077
RXN-8807	rule0152
RXN-8807_reverse	rule0151
RXN-8808	rule0166
RXN-8808_reverse	rule0167
RXN-8809	rule0714
RXN-8809_reverse	rule0715
RXN-8810	rule0097
RXN-8810_reverse	rule0096
RXN-8812	rule0010
RXN-8812_reverse	rule0011
RXN-8813	rule0238
RXN-8813_reverse	rule0239
RXN-8814	rule0177
RXN-8814_reverse	rule0178
RXN-8815	rule0335
RXN-8815_reverse	rule0334
RXN-8818	rule0052
RXN-8818_reverse	rule0054
RXN-8819	rule0177
RXN-8819_reverse	rule0178
RXN-8820	rule0177
RXN-8820_reverse	rule0178
RXN-8822	rule0295
RXN-8822_reverse	rule0542
RXN-8823	rule0052
RXN-8823_reverse	rule0054
RXN-8824	rule0209
RXN-8824_reverse	rule0210
RXN-8825	rule0177
RXN-8825_reverse	rule0178
RXN-8826	rule0052
RXN-8826_reverse	rule0054
RXN-8827	rule0084
RXN-8827_reverse	rule0085
RXN-8828	rule0335
RXN-8828_reverse	rule0334
RXN-8829	rule0391
RXN-8829_reverse	rule0392
RXN-8830	rule0496
RXN-8830_reverse	rule0146
RXN-8831	rule0026
RXN-8831_reverse	rule0025
RXN-8832	rule0052
RXN-8832_reverse	rule0054
RXN-8833	rule0334
RXN-8833_reverse	rule0335
RXN-8834	rule0521
RXN-8834_reverse	rule0520
RXN-8835	rule0391
RXN-8835_reverse	rule0392
RXN-8840	rule0738
RXN-8840_reverse	rule0739
RXN-8841	rule0023
RXN-8841_reverse	rule0024
RXN-8845	rule0055
RXN-8845_reverse	rule0056
RXN-8846	rule0391
RXN-8846_reverse	rule0392
RXN-8847	rule0335
RXN-8847_reverse	rule0334
RXN-8848	rule0704
RXN-8848_reverse	rule0705
RXN-8849	rule0008
RXN-8849_reverse	rule0009
RXN-8851	rule0009
RXN-8851_reverse	rule0008
RXN-8852	rule0017
RXN-8852_reverse	rule0016
RXN-8854	rule0003
RXN-8854_reverse	rule0002
RXN-8855	rule0005
RXN-8855_reverse	rule0004
RXN-8857	rule0021
RXN-8857_reverse	rule0022
RXN-8859	rule0075
RXN-8859_reverse	rule0076
RXN-8871	rule0209
RXN-8871_reverse	rule0210
RXN-8873	rule0010
RXN-8873_reverse	rule0011
RXN-8875	rule0009
RXN-8875_reverse	rule0008
RXN-8880	rule0009
RXN-8880_reverse	rule0008
RXN-8883	rule0001
RXN-8883_reverse	rule0001
RXN-8884	rule0001
RXN-8884_reverse	rule0001
RXN-8887	rule0009
RXN-8887_reverse	rule0008
RXN-8889	rule0151
RXN-8889_reverse	rule0152
RXN-8890	rule0427
RXN-8890_reverse	rule0428
RXN-8891	rule0142
RXN-8891_reverse	rule0143
RXN-8893	rule0002
RXN-8893_reverse	rule0003
RXN-8898	rule0281
RXN-8898_reverse	rule0282
RXN-8899	rule0487
RXN-8899_reverse	rule0641
RXN-8900	rule0366
RXN-8900_reverse	rule0365
RXN-8905	rule0536
RXN-8905_reverse	rule0537
RXN-8908	rule0536
RXN-8908_reverse	rule0537
RXN-8909	rule0281
RXN-8909_reverse	rule0282
RXN-8910	rule0536
RXN-8910_reverse	rule0537
RXN-8911	rule0862
RXN-8911_reverse	rule0863
RXN-8912	rule0366
RXN-8912_reverse	rule0365
RXN-8915	rule0536
RXN-8915_reverse	rule0537
RXN-8916	rule0281
RXN-8916_reverse	rule0282
RXN-8919	rule0196
RXN-8919_reverse	rule0197
RXN-8920	rule0181
RXN-8920_reverse	rule0182
RXN-8922	rule0005
RXN-8922_reverse	rule0004
RXN-8927	rule0012
RXN-8927_reverse	rule0013
RXN-8930	rule0055
RXN-8930_reverse	rule0056
RXN-8931	rule0229
RXN-8931_reverse	rule0230
RXN-8936	rule0107
RXN-8936_reverse	rule0108
RXN-8937	rule0010
RXN-8937_reverse	rule0011
RXN-8938	rule0012
RXN-8938_reverse	rule0013
RXN-8939	rule0258
RXN-8939_reverse	rule0259
RXN-8940	rule0049
RXN-8940_reverse	rule0050
RXN-8941	rule0005
RXN-8941_reverse	rule0004
RXN-8942	rule0012
RXN-8942_reverse	rule0013
RXN-8943	rule0003
RXN-8943_reverse	rule0002
RXN-8944	rule0388
RXN-8944_reverse	rule0389
RXN-8945	rule0026
RXN-8945_reverse	rule0025
RXN-8946	rule0026
RXN-8946_reverse	rule0025
RXN-8948	rule0345
RXN-8948_reverse	rule0346
RXN-8949	rule0317
RXN-8949_reverse	rule0192
RXN-8953	rule0031
RXN-8953_reverse	rule0030
RXN-8955	rule0003
RXN-8955_reverse	rule0002
RXN-8956	rule0031
RXN-8956_reverse	rule0030
RXN-8957	rule0606
RXN-8957_reverse	rule0234
RXN-8958	rule0028
RXN-8958_reverse	rule0028
RXN-8960	rule0020
RXN-8960_reverse	rule0019
RXN-8961	rule0051
RXN-8961_reverse	rule0053
RXN-8962	rule0005
RXN-8962_reverse	rule0004
RXN-8963	rule0142
RXN-8963_reverse	rule0143
RXN-8964	rule0079
RXN-8964_reverse	rule0079
RXN-8965	rule0020
RXN-8965_reverse	rule0019
RXN-8966	rule0079
RXN-8966_reverse	rule0079
RXN-8969	rule0003
RXN-8969_reverse	rule0002
RXN-8970	rule0026
RXN-8970_reverse	rule0025
RXN-8971	rule0149
RXN-8971_reverse	rule0144
RXN-8974	rule0003
RXN-8974_reverse	rule0002
RXN-8975	rule0029
RXN-8975_reverse	rule0029
RXN-8976	rule0001
RXN-8976_reverse	rule0001
RXN-8979	rule0019
RXN-8979_reverse	rule0020
RXN-8981	rule0186
RXN-8981_reverse	rule0146
RXN-8982	rule0119
RXN-8982_reverse	rule0135
RXN-8983	rule0033
RXN-8983_reverse	rule0034
RXN-8987	rule0079
RXN-8987_reverse	rule0079
RXN-8988	rule0170
RXN-8988_reverse	rule0171
RXN-8990	rule1197
RXN-8990_reverse	rule1198
RXN-8991	rule0020
RXN-8991_reverse	rule0019
RXN-8_reverse	rule0031
RXN-9	rule0098
RXN-90	rule0009
RXN-9000	rule0001
RXN-9000_reverse	rule0001
RXN-9001	rule0009
RXN-9001_reverse	rule0008
RXN-9002	rule0009
RXN-9002_reverse	rule0008
RXN-9003	rule0181
RXN-9003_reverse	rule0182
RXN-9004	rule0009
RXN-9004_reverse	rule0008
RXN-9005	rule0009
RXN-9005_reverse	rule0008
RXN-9006	rule0009
RXN-9006_reverse	rule0008
RXN-9007	rule0009
RXN-9007_reverse	rule0008
RXN-9008	rule0009
RXN-9008_reverse	rule0008
RXN-9009	rule0003
RXN-9009_reverse	rule0002
RXN-9010	rule0514
RXN-9010_reverse	rule0515
RXN-9012	rule0009
RXN-9012_reverse	rule0008
RXN-9013	rule0009
RXN-9013_reverse	rule0008
RXN-9014	rule0009
RXN-9014_reverse	rule0008
RXN-9015	rule0112
RXN-9015_reverse	rule0113
RXN-9017	rule0010
RXN-9017_reverse	rule0011
RXN-9018	rule0010
RXN-9018_reverse	rule0011
RXN-902	rule0020
RXN-9020	rule0010
RXN-9020_reverse	rule0011
RXN-9021	rule0010
RXN-9021_reverse	rule0011
RXN-9022	rule0010
RXN-9022_reverse	rule0011
RXN-902_reverse	rule0019
RXN-9030	rule0583
RXN-9030_reverse	rule0584
RXN-904	rule0276
RXN-9045	rule0005
RXN-9045_reverse	rule0004
RXN-9047	rule0587
RXN-9047_reverse	rule0588
RXN-9049	rule0010
RXN-9049_reverse	rule0011
RXN-904_reverse	rule0275
RXN-905	rule0003
RXN-9050	rule0587
RXN-9050_reverse	rule0588
RXN-9052	rule0010
RXN-9052_reverse	rule0011
RXN-9056	rule0010
RXN-9056_reverse	rule0011
RXN-9057	rule0185
RXN-905_reverse	rule0002
RXN-9066	rule0023
RXN-9066_reverse	rule0024
RXN-9068	rule0001
RXN-9068_reverse	rule0001
RXN-9074	rule0123
RXN-9074_reverse	rule0122
RXN-9075	rule0123
RXN-9075_reverse	rule0122
RXN-9076	rule0123
RXN-9076_reverse	rule0122
RXN-9077	rule0012
RXN-9077_reverse	rule0013
RXN-9078	rule0012
RXN-9078_reverse	rule0013
RXN-9081	rule0262
RXN-9081_reverse	rule0263
RXN-9082	rule0001
RXN-9082_reverse	rule0001
RXN-9083	rule0066
RXN-9083_reverse	rule0067
RXN-9084	rule0066
RXN-9084_reverse	rule0067
RXN-9086	rule0038
RXN-9086_reverse	rule0039
RXN-9087	rule0027
RXN-9087_reverse	rule0018
RXN-9088	rule0001
RXN-9088_reverse	rule0001
RXN-9092	rule0038
RXN-9092_reverse	rule0039
RXN-9097	rule0123
RXN-9097_reverse	rule0122
RXN-90_reverse	rule0008
RXN-91	rule0009
RXN-9102	rule0001
RXN-9102_reverse	rule0001
RXN-9140	rule0881
RXN-9140_reverse	rule0882
RXN-9142	rule0020
RXN-9142_reverse	rule0019
RXN-9144	rule0014
RXN-9144_reverse	rule0015
RXN-9145	rule0014
RXN-9145_reverse	rule0015
RXN-9146	rule0027
RXN-9146_reverse	rule0018
RXN-9148	rule0009
RXN-9148_reverse	rule0008
RXN-9154	rule0009
RXN-9154_reverse	rule0008
RXN-9155	rule0173
RXN-9155_reverse	rule0174
RXN-9156	rule0006
RXN-9156_reverse	rule0007
RXN-9157	rule0069
RXN-9157_reverse	rule0069
RXN-9158	rule0002
RXN-9158_reverse	rule0003
RXN-9159	rule0003
RXN-9159_reverse	rule0002
RXN-9161	rule0003
RXN-9161_reverse	rule0002
RXN-9162	rule0006
RXN-9162_reverse	rule0007
RXN-9163	rule0006
RXN-9163_reverse	rule0007
RXN-9168	rule0020
RXN-9168_reverse	rule0019
RXN-9171	rule0136
RXN-9171_reverse	rule0137
RXN-9172	rule0028
RXN-9172_reverse	rule0028
RXN-9174	rule0023
RXN-9174_reverse	rule0024
RXN-9175	rule0030
RXN-9175_reverse	rule0031
RXN-9190	rule0247
RXN-9190_reverse	rule0248
RXN-9191	rule0046
RXN-9191_reverse	rule0043
RXN-9192	rule0061
RXN-9192_reverse	rule0062
RXN-9194	rule0006
RXN-9194_reverse	rule0007
RXN-9196	rule0086
RXN-9196_reverse	rule0087
RXN-9199	rule0246
RXN-9199_reverse	rule0245
RXN-91_reverse	rule0008
RXN-92	rule0009
RXN-9201	rule0021
RXN-9201_reverse	rule0022
RXN-9204	rule0247
