Reactions	Rules
5-ALPHA-HYDROXYSTEROID-DEHYDRATASE-RXN_reverse	rule0019
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	rule0115
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN_reverse	rule0116
5-AMINOPENTANAMIDASE-RXN	rule0055
5-AMINOPENTANAMIDASE-RXN_reverse	rule0056
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	rule0014
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN_reverse	rule0015
5-HYDROXYPENTANOATE-COA-TRANSFERASE-RXN	rule0151
5-HYDROXYPENTANOATE-COA-TRANSFERASE-RXN_reverse	rule0152
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	rule0098
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN_reverse	rule0099
5-METHYLTHIORIBOSE-KINASE-RXN	rule0014
5-METHYLTHIORIBOSE-KINASE-RXN_reverse	rule0015
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	rule0736
5-OXOPROLINASE-ATP-HYDROLYSING-RXN_reverse	rule0737
5-PYRIDOXATE-DIOXYGENASE-RXN	rule0688
5-PYRIDOXATE-DIOXYGENASE-RXN_reverse	rule0687
5.3.1.17-RXN	rule0028
5.3.1.17-RXN_reverse	rule0028
5.3.1.23-RXN	rule0168
5.3.1.23-RXN_reverse	rule0169
5.3.3.10-RXN	rule0344
5.3.3.10-RXN_reverse	rule0390
5.3.3.15-RXN	rule0750
5.3.3.15-RXN_reverse	rule0750
5.4.2.10-RXN	rule0129
5.4.2.10-RXN_reverse	rule0129
5.4.4.1-RXN	rule0391
5.4.4.1-RXN_reverse	rule0392
5.4.4.3-RXN	rule0391
5.4.4.3-RXN_reverse	rule0392
5.4.99.14-RXN	rule0028
5.4.99.14-RXN_reverse	rule0028
5.4.99.16-RXN	rule0130
5.4.99.16-RXN_reverse	rule0130
5.4.99.17-RXN	rule1041
5.5.1.13-RXN	rule0563
5.5.1.13-RXN_reverse	rule0564
5.5.1.2-RXN	rule0088
5.5.1.2-RXN_reverse	rule0093
6-ACETYLGLUCOSE-DEACETYLASE-RXN	rule0006
6-ACETYLGLUCOSE-DEACETYLASE-RXN_reverse	rule0007
6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN	rule0751
6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN_reverse	rule0752
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	rule0038
6-CARBOXYHEXANOATE--COA-LIGASE-RXN_reverse	rule0039
6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN	rule0753
6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN_reverse	rule0754
6-HEXANOLIDE-HYDROLYSIS-RXN	rule0035
6-HEXANOLIDE-HYDROLYSIS-RXN_reverse	rule0032
6-HYDROXYHEXANOATE-OXIDATION-RXN	rule0003
6-HYDROXYHEXANOATE-OXIDATION-RXN_reverse	rule0002
6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN	rule0010
6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN_reverse	rule0011
6-METHYLSALICYLATE-DECARBOXYLASE-RXN	rule0023
6-METHYLSALICYLATE-DECARBOXYLASE-RXN_reverse	rule0024
6-OXOCINEOLE-DEHYDROGENASE-RXN	rule0082
6-OXOCINEOLE-DEHYDROGENASE-RXN_reverse	rule0083
6-OXOHEXANOATE-OXIDATION-RXN	rule0026
6-OXOHEXANOATE-OXIDATION-RXN_reverse	rule0025
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	rule0007
6-PHOSPHO-BETA-GALACTOSIDASE-RXN_reverse	rule0006
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	rule0006
6-PHOSPHO-BETA-GLUCOSIDASE-RXN_reverse	rule0007
6-PHOSPHOFRUCTO-2-KINASE-RXN	rule0014
6-PHOSPHOFRUCTO-2-KINASE-RXN_reverse	rule0015
6.1.1.13-RXN	rule0001
6.1.1.13-RXN_reverse	rule0001
6.2.1.19-RXN	rule0755
6.2.1.19-RXN_reverse	rule0756
6.2.1.28-RXN	rule0038
6.2.1.28-RXN_reverse	rule0039
6.2.1.29-RXN	rule0038
6.2.1.29-RXN_reverse	rule0039
6.2.1.33-RXN	rule0038
6.2.1.33-RXN_reverse	rule0039
6.2.1.34-RXN	rule0039
6.2.1.34-RXN_reverse	rule0038
6.3.1.10-RXN	rule0049
6.3.1.10-RXN_reverse	rule0050
6.3.1.12-RXN	rule0049
6.3.1.12-RXN_reverse	rule0050
6.3.1.4-RXN	rule0565
6.3.1.4-RXN_reverse	rule0566
6.3.1.9-RXN	rule0049
6.3.1.9-RXN_reverse	rule0050
6.3.2.10-RXN	rule0049
6.3.2.10-RXN_reverse	rule0050
6.3.2.16-RXN	rule0001
6.3.2.16-RXN_reverse	rule0001
6.3.2.7-RXN	rule0049
6.3.2.7-RXN_reverse	rule0050
6.3.3.4-RXN	rule0345
6.3.3.4-RXN_reverse	rule0346
6PFRUCTPHOS-RXN	rule0014
6PFRUCTPHOS-RXN_reverse	rule0015
6PGLUCONDEHYDROG-RXN	rule0080
6PGLUCONDEHYDROG-RXN_reverse	rule0081
6PGLUCONOLACT-RXN	rule0035
6PGLUCONOLACT-RXN_reverse	rule0032
7-ALPHA-HYDROXYSTEROID-DEH-RXN	rule0003
7-ALPHA-HYDROXYSTEROID-DEH-RXN_reverse	rule0002
7KAPSYN-RXN	rule0115
7KAPSYN-RXN_reverse	rule0116
8-OXOCOFORMYCIN-REDUCTASE-RXN	rule0753
8-OXOCOFORMYCIN-REDUCTASE-RXN_reverse	rule0754
9-FLUORENOL-DEHYDROGENASE-RXN	rule0002
9-FLUORENOL-DEHYDROGENASE-RXN_reverse	rule0003
ABEQUOSYLTRANSFERASE-RXN	rule0001
ABEQUOSYLTRANSFERASE-RXN_reverse	rule0001
ACECOATRANS-RXN	rule0152
ACECOATRANS-RXN_reverse	rule0151
ACETATE-KINASE-PYROPHOSPHATE-RXN	rule0014
ACETATE-KINASE-PYROPHOSPHATE-RXN_reverse	rule0015
ACETATEKIN-RXN	rule0014
ACETATEKIN-RXN_reverse	rule0015
ACETCAPR-RXN	rule0031
ACETCAPR-RXN_reverse	rule0030
ACETOACETATE--COA-LIGASE-RXN	rule0038
ACETOACETATE--COA-LIGASE-RXN_reverse	rule0039
ACETOACETATE-DECARBOXYLASE-RXN	rule0023
ACETOACETATE-DECARBOXYLASE-RXN_reverse	rule0024
ACETOACETYL-COA-HYDROLASE-RXN	rule0059
ACETOACETYL-COA-HYDROLASE-RXN_reverse	rule0060
ACETOACETYL-COA-TRANSFER-RXN	rule0151
ACETOACETYL-COA-TRANSFER-RXN_reverse	rule0152
ACETOINDEHYDROG-A-RXN	rule0003
ACETOINDEHYDROG-A-RXN_reverse	rule0002
ACETOINDEHYDROG-RXN	rule0003
ACETOINDEHYDROG-RXN_reverse	rule0002
ACETOLACTATE-DECARBOXYLASE-RXN	rule0023
ACETOLACTATE-DECARBOXYLASE-RXN_reverse	rule0024
ACETOLACTREDUCTOISOM-RXN	rule0347
ACETOLACTREDUCTOISOM-RXN_reverse	rule0348
ACETOLACTSYN-RXN	rule0273
ACETOLACTSYN-RXN_reverse	rule0274
ACETONE-CYANHYDRIN-LYASE-RXN	rule0393
ACETONE-CYANHYDRIN-LYASE-RXN_reverse	rule0394
ACETOOHBUTREDUCTOISOM-RXN	rule0348
ACETOOHBUTREDUCTOISOM-RXN_reverse	rule0347
ACETOOHBUTSYN-RXN	rule0273
ACETOOHBUTSYN-RXN_reverse	rule0274
ACETYLCHOLINESTERASE-RXN	rule0006
ACETYLCHOLINESTERASE-RXN_reverse	rule0007
ACETYLESTERASE-RXN	rule0007
ACETYLESTERASE-RXN_reverse	rule0006
ACETYLGLUTKIN-RXN	rule0014
ACETYLGLUTKIN-RXN_reverse	rule0015
ACETYLHOMOSER-CYS-RXN	rule0196
ACETYLHOMOSER-CYS-RXN_reverse	rule0197
ACETYLORNDEACET-RXN	rule0012
ACETYLORNDEACET-RXN_reverse	rule0013
ACETYLORNTRANSAM-RXN	rule0031
ACETYLORNTRANSAM-RXN_reverse	rule0030
ACETYLPUTRESCINE-DEACETYLASE-RXN	rule0012
ACETYLPUTRESCINE-DEACETYLASE-RXN_reverse	rule0013
ACETYLPYRUVATE-HYDROLASE-RXN	rule0084
ACETYLPYRUVATE-HYDROLASE-RXN_reverse	rule0085
ACETYLSALICYLATE-DEACETYLASE-RXN	rule0006
ACETYLSALICYLATE-DEACETYLASE-RXN_reverse	rule0007
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	rule0010
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN_reverse	rule0011
ACETYLSPERMIDINE-DEACETYLASE-RXN	rule0012
ACETYLSPERMIDINE-DEACETYLASE-RXN_reverse	rule0013
ACID--COA-LIGASE-GDP-FORMING-RXN	rule0170
ACID--COA-LIGASE-GDP-FORMING-RXN_reverse	rule0171
ACID-PHOSPHATASE-RXN	rule0016
ACID-PHOSPHATASE-RXN_reverse	rule0017
ACNEULY-RXN	rule0560
ACNEULY-RXN_reverse	rule0559
ACONITATE-DECARBOXYLASE-RXN	rule0023
ACONITATE-DECARBOXYLASE-RXN_reverse	rule0024
ACONITATEDEHYDR-RXN	rule0020
ACONITATEDEHYDR-RXN_reverse	rule0019
ACONITATEHYDR-RXN	rule0020
ACONITATEHYDR-RXN_reverse	rule0019
ACSERLY-RXN	rule0196
ACSERLY-RXN_reverse	rule0197
ACTINOMYCIN-LACTONASE-RXN	rule0035
ACTINOMYCIN-LACTONASE-RXN_reverse	rule0032
ACYL-COA-HYDROLASE-RXN	rule0059
ACYL-COA-HYDROLASE-RXN_reverse	rule0060
ACYL-LYSINE-DEACYLASE-RXN	rule0012
ACYL-LYSINE-DEACYLASE-RXN_reverse	rule0013
ACYLAGMATINE-AMIDASE-RXN	rule0012
ACYLAGMATINE-AMIDASE-RXN_reverse	rule0013
ACYLCARNITINE-HYDROLASE-RXN	rule0006
ACYLCARNITINE-HYDROLASE-RXN_reverse	rule0007
ACYLCOASYN-RXN	rule0038
ACYLCOASYN-RXN_reverse	rule0039
ACYLGLYCEROL-KINASE-RXN	rule0014
ACYLGLYCEROL-KINASE-RXN_reverse	rule0015
ACYLGLYCERONE-PHOSPHATE-REDUCTASE-RXN	rule0003
ACYLGLYCERONE-PHOSPHATE-REDUCTASE-RXN_reverse	rule0002
ACYLPHOSPHATASE-RXN	rule0017
ACYLPHOSPHATASE-RXN_reverse	rule0016
ACYLPYRUVATE-HYDROLASE-RXN	rule0084
ACYLPYRUVATE-HYDROLASE-RXN_reverse	rule0085
ADCLY-RXN	rule0457
ADCLY-RXN_reverse	rule0567
ADDALT-RXN	rule0055
ADDALT-RXN_reverse	rule0056
ADENINE-DEAMINASE-RXN	rule0100
ADENINE-DEAMINASE-RXN_reverse	rule0101
ADENODEAMIN-RXN	rule0100
ADENODEAMIN-RXN_reverse	rule0101
ADENOSINE-NUCLEOSIDASE-RXN	rule0012
ADENOSINE-NUCLEOSIDASE-RXN_reverse	rule0013
ADENOSYLHOMOCYSTEINASE-RXN	rule0089
ADENOSYLHOMOCYSTEINASE-RXN_reverse	rule0090
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	rule0012
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN_reverse	rule0013
ADENOSYLMETHIONINE-HYDROLASE-RXN	rule0757
ADENOSYLMETHIONINE-HYDROLASE-RXN_reverse	rule0758
ADENPHOSPHOR-RXN	rule0098
ADENPHOSPHOR-RXN_reverse	rule0099
ADENPRIBOSYLTRAN-RXN	rule0194
ADENPRIBOSYLTRAN-RXN_reverse	rule0195
ADENYLATECYC-RXN	rule0568
ADENYLATECYC-RXN_reverse	rule0569
ADENYLOSUCCINATE-SYNTHASE-RXN	rule0759
ADENYLOSUCCINATE-SYNTHASE-RXN_reverse	rule0760
ADENYLYLSULFKIN-RXN	rule0014
ADENYLYLSULFKIN-RXN_reverse	rule0015
ADOMET-DMK-METHYLTRANSFER-RXN	rule0046
ADOMET-DMK-METHYLTRANSFER-RXN_reverse	rule0043
ADP-DEAMINASE-RXN	rule0100
ADP-DEAMINASE-RXN_reverse	rule0101
ADP-PHOSPHOGLYCERATE-PHOSPHATASE-RXN	rule0017
ADP-PHOSPHOGLYCERATE-PHOSPHATASE-RXN_reverse	rule0016
ADP-RIBOSYLARGININE-HYDROLASE-RXN	rule0012
ADP-RIBOSYLARGININE-HYDROLASE-RXN_reverse	rule0013
AGARITINE-GAMMA-GLUTAMYLTRANSFERASE-RXN	rule0069
AGARITINE-GAMMA-GLUTAMYLTRANSFERASE-RXN_reverse	rule0069
AGMATIN-RXN	rule0158
AGMATIN-RXN_reverse	rule0159
AGMATINE-DEIMINASE-RXN	rule0160
AGMATINE-DEIMINASE-RXN_reverse	rule0161
AGMATINE-KINASE-RXN	rule0223
AGMATINE-KINASE-RXN_reverse	rule0224
AICARSYN-RXN	rule0302
AICARSYN-RXN_reverse	rule0303
AIRCARBOXY-RXN	rule0023
AIRCARBOXY-RXN_reverse	rule0024
AKBLIG-RXN	rule0349
AKBLIG-RXN_reverse	rule0350
AKPTHIOL-RXN	rule0350
AKPTHIOL-RXN_reverse	rule0349
ALADEHYDCHLORO-RXN	rule0458
ALADEHYDCHLORO-RXN_reverse	rule0459
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN	rule0030
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN_reverse	rule0031
ALANOPINE-DEHYDROGENASE-RXN	rule0156
ALANOPINE-DEHYDROGENASE-RXN_reverse	rule0157
ALBENDAZOLE-MONOOXYGENASE-RXN	rule0213
ALBENDAZOLE-MONOOXYGENASE-RXN_reverse	rule0214
ALCOHOL-DEHYDROG-GENERIC-RXN	rule0003
ALCOHOL-DEHYDROG-GENERIC-RXN_reverse	rule0002
ALCOHOL-DEHYDROG-RXN	rule0003
ALCOHOL-DEHYDROG-RXN_reverse	rule0002
ALCOHOL-O-ACETYLTRANSFERASE-RXN	rule0061
ALCOHOL-O-ACETYLTRANSFERASE-RXN_reverse	rule0062
ALCOHOL-OXIDASE-RXN	rule0078
ALCOHOL-OXIDASE-RXN_reverse	rule0074
ALCOHOL-SULFOTRANSFERASE-RXN	rule0047
ALCOHOL-SULFOTRANSFERASE-RXN_reverse	rule0048
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN	rule0026
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN_reverse	rule0025
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	rule0026
ALDEHYDE-DEHYDROGENASE-NADP+-RXN_reverse	rule0025
ALDEHYDE-OXIDASE-RXN	rule0145
ALDEHYDE-OXIDASE-RXN_reverse	rule0147
ALDHDEHYDROG-RXN	rule0026
ALDHDEHYDROG-RXN_reverse	rule0025
ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN	rule0108
ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN_reverse	rule0107
ALDXANAU-RXN	rule0026
ALDXANAU-RXN_reverse	rule0025
ALIZARIN-2-BETA-GLUCOSYLTRANSFERASE-RXN_reverse	rule0008
ALKAPHOSPHA-RXN	rule0016
ALKAPHOSPHA-RXN_reverse	rule0017
ALKYLACETYLGLYCEROPHOSPHATASE-RXN	rule0017
ALKYLACETYLGLYCEROPHOSPHATASE-RXN_reverse	rule0016
ALKYLAMIDASE-RXN	rule0012
ALKYLAMIDASE-RXN_reverse	rule0013
ALKYLGLYCEROL-KINASE-RXN	rule0014
ALKYLGLYCEROL-KINASE-RXN_reverse	rule0015
ALKYLGLYCERONE-KINASE-RXN	rule0014
ALKYLGLYCERONE-KINASE-RXN_reverse	rule0015
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	rule0001
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN_reverse	rule0001
ALLANTOATE-DEIMINASE-RXN	rule0207
ALLANTOATE-DEIMINASE-RXN_reverse	rule0208
ALLANTOICASE-RXN	rule0012
ALLANTOICASE-RXN_reverse	rule0013
ALLANTOINASE-RXN	rule0111
ALLANTOINASE-RXN_reverse	rule0106
ALLENE-OXIDE-CYCLASE-RXN	rule1042
ALLENE-OXIDE-CYCLASE-RXN_reverse	rule1043
ALLIIN-LYASE-RXN	rule0281
ALLIIN-LYASE-RXN_reverse	rule0282
ALLOSE-KINASE-RXN	rule0761
ALLOSE-KINASE-RXN_reverse	rule0762
ALLYL-ALCOHOL-DEHYDROGENASE-RXN	rule0003
ALLYL-ALCOHOL-DEHYDROGENASE-RXN_reverse	rule0002
ALLYSINE-DEHYDROG-RXN	rule0026
ALLYSINE-DEHYDROG-RXN_reverse	rule0025
ALPHA-AMINO-ACID-ESTERASE-RXN	rule0007
ALPHA-AMINO-ACID-ESTERASE-RXN_reverse	rule0006
ALPHA-L-FUCOSIDASE-RXN	rule0007
ALPHA-L-FUCOSIDASE-RXN_reverse	rule0006
ALPHA-SANTONIN-12-REDUCTASE-RXN	rule1044
ALPHA-SANTONIN-12-REDUCTASE-RXN_reverse	rule1045
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	rule0097
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN_reverse	rule0096
ALPHAGALACTOSID-RXN	rule0006
ALPHAGALACTOSID-RXN_reverse	rule0007
ALTRO-OXIDOREDUCT-RXN	rule0003
ALTRO-OXIDOREDUCT-RXN_reverse	rule0002
ALTRODEHYDRAT-RXN	rule0070
ALTRODEHYDRAT-RXN_reverse	rule0071
AMACETOXID-RXN	rule0091
AMACETOXID-RXN_reverse	rule0092
AMIDASE-RXN	rule0055
AMIDASE-RXN_reverse	rule0056
AMIDINOASPARTASE-RXN	rule0158
AMIDINOASPARTASE-RXN_reverse	rule0159
AMINEOXID-RXN	rule0091
AMINEOXID-RXN_reverse	rule0092
AMINEPHEN-RXN	rule0091
AMINEPHEN-RXN_reverse	rule0092
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	rule0023
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN_reverse	rule0024
AMINOBENZCOALIG-RXN	rule0038
AMINOBENZCOALIG-RXN_reverse	rule0039
AMINOBENZOATE-DECARBOXYLASE-RXN	rule0023
AMINOBENZOATE-DECARBOXYLASE-RXN_reverse	rule0024
AMINOBUTDEHYDROG-RXN	rule0026
AMINOBUTDEHYDROG-RXN_reverse	rule0025
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	rule0041
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN_reverse	rule0042
AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN	rule0041
AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN_reverse	rule0042
AMINOLEVULINATE-AMINOTRANSFERASE-RXN	rule0031
AMINOLEVULINATE-AMINOTRANSFERASE-RXN_reverse	rule0030
AMINOPARATHION-PHOSPHATASE-RXN	rule0006
AMINOPARATHION-PHOSPHATASE-RXN_reverse	rule0007
AMINOPROPDEHYDROG-RXN	rule0003
AMINOPROPDEHYDROG-RXN_reverse	rule0002
AMP-DEAMINASE-RXN	rule0100
AMP-DEAMINASE-RXN_reverse	rule0101
AMP-NUCLEOSID-RXN	rule0012
AMP-NUCLEOSID-RXN_reverse	rule0013
AMPSYN-RXN	rule0303
AMPSYN-RXN_reverse	rule0302
AMVAL-RXN	rule0012
AMVAL-RXN_reverse	rule0013
AMYGDALIN-BETA-GLUCOSIDASE-RXN	rule0006
AMYGDALIN-BETA-GLUCOSIDASE-RXN_reverse	rule0007
AMYLOMALT-RXN	rule0001
AMYLOMALT-RXN_reverse	rule0001
ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN	rule1046
ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN_reverse	rule0395
ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN	rule0075
ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN_reverse	rule0076
ANTHRANILATE-N-MALONYLTRANSFERASE-RXN	rule0075
ANTHRANILATE-N-MALONYLTRANSFERASE-RXN_reverse	rule0076
ANTHRANILATE-N-METHYLTRANSFERASE-RXN	rule0033
ANTHRANILATE-N-METHYLTRANSFERASE-RXN_reverse	rule0034
APIGENIN-4-O-METHYLTRANSFERASE-RXN	rule0010
APIGENIN-4-O-METHYLTRANSFERASE-RXN_reverse	rule0011
APIGNAR-RXN	rule0093
APIGNAR-RXN_reverse	rule0088
APIOSE-1-REDUCTASE-RXN	rule0003
APIOSE-1-REDUCTASE-RXN_reverse	rule0002
ARABINONATE-DEHYDRATASE-RXN	rule0071
ARABINONATE-DEHYDRATASE-RXN_reverse	rule0070
ARABISOM-RXN	rule0169
ARABISOM-RXN_reverse	rule0168
ARACHIDONATE--COA-LIGASE-RXN	rule0038
ARACHIDONATE--COA-LIGASE-RXN_reverse	rule0039
ARACHIDONATE-12-LIPOXYGENASE-RXN	rule0131
ARACHIDONATE-12-LIPOXYGENASE-RXN_reverse	rule0132
ARACHIDONATE-15-LIPOXYGENASE-RXN	rule0131
ARACHIDONATE-15-LIPOXYGENASE-RXN_reverse	rule0132
ARACHIDONATE-5-LIPOXYGENASE-RXN	rule0131
ARACHIDONATE-5-LIPOXYGENASE-RXN_reverse	rule0132
ARACHIDONATE-8-LIPOXYGENASE-RXN	rule0131
ARACHIDONATE-8-LIPOXYGENASE-RXN_reverse	rule0132
ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN	rule0041
ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN_reverse	rule0042
ARG-OXIDATION-RXN	rule0091
ARG-OXIDATION-RXN_reverse	rule0092
ARGDECARBOX-RXN	rule0023
ARGDECARBOX-RXN_reverse	rule0024
ARGINASE-RXN	rule0158
ARGINASE-RXN_reverse	rule0159
ARGININE-2-MONOOXYGENASE-RXN	rule0351
ARGININE-2-MONOOXYGENASE-RXN_reverse	rule0352
ARGININE-DEIMINASE-RXN	rule0160
ARGININE-DEIMINASE-RXN_reverse	rule0161
ARGININE-KINASE-RXN	rule0223
ARGININE-KINASE-RXN_reverse	rule0224
ARGININE-N-SUCCINYLTRANSFERASE-RXN	rule0075
ARGININE-N-SUCCINYLTRANSFERASE-RXN_reverse	rule0076
ARGSUCCINLYA-RXN	rule0302
ARGSUCCINLYA-RXN_reverse	rule0303
ARGSUCCINSYN-RXN	rule0763
ARGSUCCINSYN-RXN_reverse	rule0764
ARISTOLOCHENE-SYNTHASE-RXN	rule0765
ARISTOLOCHENE-SYNTHASE-RXN_reverse	rule0766
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	rule0023
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_reverse	rule0024
ARYL-ACYLAMIDASE-RXN	rule0012
ARYL-ACYLAMIDASE-RXN_reverse	rule0013
ARYL-ALDEHYDE-DEHYDROGENASE-NADP+-RXN	rule0570
ARYL-ALDEHYDE-DEHYDROGENASE-NADP+-RXN_reverse	rule0571
ARYL-ALDEHYDE-DEHYDROGENASE-RXN	rule0026
ARYL-ALDEHYDE-DEHYDROGENASE-RXN_reverse	rule0025
ARYL-ALDEHYDE-OXIDASE-RXN	rule0145
ARYL-ALDEHYDE-OXIDASE-RXN_reverse	rule0147
ARYLAMINE-GLUCOSYLTRANSFERASE-RXN	rule0162
ARYLAMINE-GLUCOSYLTRANSFERASE-RXN_reverse	rule0163
ARYLDIALKYL-PHOSPHATASE-RXN	rule0006
ARYLDIALKYL-PHOSPHATASE-RXN_reverse	rule0007
ARYLESTERASE-RXN	rule0007
ARYLESTERASE-RXN_reverse	rule0006
ARYLFORMAMIDASE-RXN	rule0012
ARYLFORMAMIDASE-RXN_reverse	rule0013
ARYLSULFAT-RXN	rule0128
ARYLSULFAT-RXN_reverse	rule0127
ASCORBATE-PHOSPHORYLATION-III-RXN	rule0014
ASCORBATE-PHOSPHORYLATION-III-RXN_reverse	rule0015
ASCORBATE-PHOSPHORYLATION-IV-RXN	rule0029
ASCORBATE-PHOSPHORYLATION-IV-RXN_reverse	rule0029
ASCORBATE-PHOSPHORYLATION-RXN	rule0014
ASCORBATE-PHOSPHORYLATION-RXN_reverse	rule0015
ASNSYNA-RXN	rule0385
ASNSYNA-RXN_reverse	rule0386
ASPAMINOTRANS-RXN	rule0031
ASPAMINOTRANS-RXN_reverse	rule0030
ASPARAGHYD-RXN	rule0055
ASPARAGHYD-RXN_reverse	rule0056
ASPARAGUSATE-REDUCTASE-NADH-RXN	rule0202
ASPARAGUSATE-REDUCTASE-NADH-RXN_reverse	rule0203
ASPAROXO-RXN	rule0031
ASPAROXO-RXN_reverse	rule0030
ASPARTASE-RXN	rule0257
ASPARTASE-RXN_reverse	rule0244
ASPARTATE-4-DECARBOXYLASE-RXN	rule0023
ASPARTATE-4-DECARBOXYLASE-RXN_reverse	rule0024
ASPARTATE-N-ACETYLTRANSFERASE-RXN	rule0041
ASPARTATE-N-ACETYLTRANSFERASE-RXN_reverse	rule0042
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	rule0267
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_reverse	rule0268
ASPARTATEKIN-RXN	rule0014
ASPARTATEKIN-RXN_reverse	rule0015
ASPARTOACYLASE-RXN	rule0012
ASPARTOACYLASE-RXN_reverse	rule0013
ASPARTYLTRANSFERASE-RXN	rule0299
ASPARTYLTRANSFERASE-RXN_reverse	rule0298
ASPCARBTRANS-RXN	rule0098
ASPCARBTRANS-RXN_reverse	rule0099
ASPDECARBOX-RXN	rule0023
ASPDECARBOX-RXN_reverse	rule0024
ATP-ADENYLYLTRANSFERASE-RXN	rule0767
ATP-ADENYLYLTRANSFERASE-RXN_reverse	rule0768
ATP-CITRATE-PRO-S--LYASE-RXN	rule1047
ATP-CITRATE-PRO-S--LYASE-RXN_reverse	rule1048
ATP-DEAMINASE-RXN	rule0100
ATP-DEAMINASE-RXN_reverse	rule0101
ATPPHOSPHORIBOSYLTRANS-RXN	rule1049
ATPPHOSPHORIBOSYLTRANS-RXN_reverse	rule1050
AZOBENZENE-REDUCTASE-RXN	rule0572
AZOBENZENE-REDUCTASE-RXN_reverse	rule0573
BA7DEHYDRA-RXN	rule0020
BA7DEHYDRA-RXN_reverse	rule0019
BADEL4OXRED-RXN	rule0027
BADEL4OXRED-RXN_reverse	rule0018
BADEL6OXRED-RXN	rule0027
BADEL6OXRED-RXN_reverse	rule0018
BADH-RXN	rule0025
BADH-RXN_reverse	rule0026
BAI3OXO-OXRED-RXN	rule0027
BAI3OXO-OXRED-RXN_reverse	rule0018
BAIAEUBSP-RXN	rule0003
BAIAEUBSP-RXN_reverse	rule0002
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	rule0026
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN_reverse	rule0025
BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN	rule0026
BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN_reverse	rule0025
BENZENE-12-DIOXYGENASE-RXN	rule0103
BENZENE-12-DIOXYGENASE-RXN_reverse	rule0094
BENZOATE--COA-LIGASE-RXN	rule0038
BENZOATE--COA-LIGASE-RXN_reverse	rule0039
BENZOATE-12-DIOXYGENASE-RXN	rule0103
BENZOATE-12-DIOXYGENASE-RXN_reverse	rule0094
BENZOATE-4-MONOOXYGENASE-RXN	rule0005
BENZOATE-4-MONOOXYGENASE-RXN_reverse	rule0004
BENZOIN-ALDOLASE-RXN	rule0053
BENZOIN-ALDOLASE-RXN_reverse	rule0051
BENZOYLFORMATE-DECARBOXYLASE-RXN	rule0023
